date,TOA,GHI,BHI,DHI,BNI
2019-03-18 11:00:00+00:00,0,0,0,0,0
2019-03-18 11:15:00+00:00,0,0,0,0,0
2019-03-18 11:30:00+00:00,0,0,0,0,0
2019-03-18 11:45:00+00:00,0,0,0,0,0
2019-03-18 12:00:00+00:00,0,0,0,0,0
2019-03-18 12:15:00+00:00,0,0,0,0,0
2019-03-18 12:30:00+00:00,0,0,0,0,0
2019-03-18 12:45:00+00:00,0,0,0,0,0
2019-03-18 13:00:00+00:00,0,0,0,0,0
2019-03-18 13:15:00+00:00,0,0,0,0,0
2019-03-18 13:30:00+00:00,0,0,0,0,0
2019-03-18 13:45:00+00:00,0,0,0,0,0
2019-03-18 14:00:00+00:00,0,0,0,0,0
2019-03-18 14:15:00+00:00,0,0,0,0,0
2019-03-18 14:30:00+00:00,0,0,0,0,0
2019-03-18 14:45:00+00:00,0,0,0,0,0
2019-03-18 15:00:00+00:00,0,0,0,0,0
2019-03-18 15:15:00+00:00,0,0,0,0,0
2019-03-18 15:30:00+00:00,0,0,0,0,0
2019-03-18 15:45:00+00:00,0,0,0,0,0
2019-03-18 16:00:00+00:00,0,0,0,0,0
2019-03-18 16:15:00+00:00,0,0,0,0,0
2019-03-18 16:30:00+00:00,0,0,0,0,0
2019-03-18 16:45:00+00:00,0,0,0,0,0
2019-03-18 17:00:00+00:00,0,0,0,0,0
2019-03-18 17:15:00+00:00,0,0,0,0,0
2019-03-18 17:30:00+00:00,0,0,0,0,0
2019-03-18 17:45:00+00:00,0,0,0,0,0
2019-03-18 18:00:00+00:00,0,0,0,0,0
2019-03-18 18:15:00+00:00,0,0,0,0,0
2019-03-18 18:30:00+00:00,0,0,0,0,0
2019-03-18 18:45:00+00:00,0,0,0,0,0
2019-03-18 19:00:00+00:00,0,0,0,0,0
2019-03-18 19:15:00+00:00,0,0,0,0,0
2019-03-18 19:30:00+00:00,0,0,0,0,0
2019-03-18 19:45:00+00:00,0,0,0,0,0
2019-03-18 20:00:00+00:00,0,0,0,0,0
2019-03-18 20:15:00+00:00,0,0,0,0,0
2019-03-18 20:30:00+00:00,0,0,0,0,0
2019-03-18 20:45:00+00:00,0,0,0,0,0
2019-03-18 21:00:00+00:00,0,0,0,0,0
2019-03-18 21:15:00+00:00,0,0,0,0,0
2019-03-18 21:30:00+00:00,0,0,0,0,0
2019-03-18 21:45:00+00:00,0,0,0,0,0
2019-03-18 22:00:00+00:00,0,0,0,0,0
2019-03-18 22:15:00+00:00,0,0,0,0,0
2019-03-18 22:30:00+00:00,3.4044,0.8118,0.0314,0.7804,0.8862
2019-03-18 22:45:00+00:00,20.1033,5.957,0.3977,5.5593,6.2053
2019-03-18 23:00:00+00:00,38.0482,13.9064,2.1861,11.7203,19.1031
2019-03-18 23:15:00+00:00,55.8181,24.0726,6.1587,17.9139,37.4266
2019-03-18 23:30:00+00:00,73.3371,35.8634,12.1874,23.676,56.7622
2019-03-18 23:45:00+00:00,90.5302,48.6996,19.8442,28.8555,75.0913
2019-03-19 00:00:00+00:00,107.3238,62.0302,28.6289,33.4013,91.5177
2019-03-19 00:15:00+00:00,123.6458,75.472,38.1074,37.3646,105.8191
2019-03-19 00:30:00+00:00,139.4265,88.8415,47.9958,40.8457,118.2465
2019-03-19 00:45:00+00:00,154.5984,101.9531,58.0514,43.9017,129.0208
2019-03-19 01:00:00+00:00,169.0965,114.6619,68.079,46.5829,138.3592
2019-03-19 01:15:00+00:00,182.8587,126.8677,77.9292,48.9385,146.4757
2019-03-19 01:30:00+00:00,195.8261,138.4725,87.468,51.0045,153.5307
2019-03-19 01:45:00+00:00,207.9433,149.3786,96.5716,52.8071,159.6415
2019-03-19 02:00:00+00:00,219.1583,159.5133,105.1416,54.3718,164.9207
2019-03-19 02:15:00+00:00,229.4233,168.8136,113.0938,55.7198,169.4621
2019-03-19 02:30:00+00:00,238.6943,177.2248,120.3562,56.8686,173.3431
2019-03-19 02:45:00+00:00,246.9316,184.6998,126.8672,57.8326,176.6278
2019-03-19 03:00:00+00:00,254.1,191.0695,132.4793,58.5901,179.24
2019-03-19 03:15:00+00:00,260.1689,196.2949,137.1379,59.157,181.2158
2019-03-19 03:30:00+00:00,265.1122,200.4766,140.8999,59.5767,182.7156
2019-03-19 03:45:00+00:00,268.909,203.5951,143.7407,59.8544,183.7676
2019-03-19 04:00:00+00:00,271.543,205.6661,145.6502,60.0159,184.4021
2019-03-19 04:15:00+00:00,273.003,206.758,146.6353,60.1227,184.6557
2019-03-19 04:30:00+00:00,273.2828,206.7766,146.6677,60.1088,184.5063
2019-03-19 04:45:00+00:00,272.3813,205.715,145.7478,59.9671,183.9545
2019-03-19 05:00:00+00:00,270.3025,203.5805,143.8849,59.6957,182.9982
2019-03-19 05:15:00+00:00,267.0552,200.3863,141.0953,59.291,181.6303
2019-03-19 05:30:00+00:00,262.6536,196.1508,137.4023,58.7485,179.8381
2019-03-19 05:45:00+00:00,257.1165,190.898,132.8363,58.0617,177.6032
2019-03-19 06:00:00+00:00,250.4677,184.1564,125.9926,58.1638,172.9118
2019-03-19 06:15:00+00:00,242.7359,175.9747,117.0379,58.9368,165.7327
2019-03-19 06:30:00+00:00,233.9542,166.8652,107.6102,59.2549,158.0948
2019-03-19 06:45:00+00:00,224.1603,156.9077,97.688,59.2197,149.7788
2019-03-19 07:00:00+00:00,213.3963,146.1998,87.5881,58.6117,141.0612
2019-03-19 07:15:00+00:00,201.7084,134.9085,77.9417,56.9668,132.7898
2019-03-19 07:30:00+00:00,189.1467,123.0252,68.202,54.8231,123.8992
2019-03-19 07:45:00+00:00,175.7652,110.6452,58.4544,52.1908,114.2585
2019-03-19 08:00:00+00:00,161.6212,97.8937,48.8624,49.0312,103.8457
2019-03-19 08:15:00+00:00,146.7754,84.9206,39.6114,45.3092,92.6721
2019-03-19 08:30:00+00:00,131.2915,71.903,30.9492,40.9538,80.9113
2019-03-19 08:45:00+00:00,115.236,59.0681,23.0337,36.0345,68.5606
2019-03-19 09:00:00+00:00,98.6776,46.6241,15.952,30.6721,55.3759
2019-03-19 09:15:00+00:00,81.6874,34.9097,9.9946,24.9152,41.8241
2019-03-19 09:30:00+00:00,64.3383,24.3413,5.461,18.8803,28.8964
2019-03-19 09:45:00+00:00,46.7046,15.2427,2.3976,12.8451,17.3095
2019-03-19 10:00:00+00:00,28.862,7.8672,0.6963,7.1708,7.8754
2019-03-19 10:15:00+00:00,10.887,2.3878,0.0653,2.3225,1.4498
2019-03-19 10:30:00+00:00,0.0849,0.0143,0.0001,0.0142,0
2019-03-19 10:45:00+00:00,0,0,0,0,0
2019-03-19 11:00:00+00:00,0,0,0,0,0
2019-03-19 11:15:00+00:00,0,0,0,0,0
2019-03-19 11:30:00+00:00,0,0,0,0,0
2019-03-19 11:45:00+00:00,0,0,0,0,0
2019-03-19 12:00:00+00:00,0,0,0,0,0
2019-03-19 12:15:00+00:00,0,0,0,0,0
2019-03-19 12:30:00+00:00,0,0,0,0,0
2019-03-19 12:45:00+00:00,0,0,0,0,0
2019-03-19 13:00:00+00:00,0,0,0,0,0
2019-03-19 13:15:00+00:00,0,0,0,0,0
2019-03-19 13:30:00+00:00,0,0,0,0,0
2019-03-19 13:45:00+00:00,0,0,0,0,0
2019-03-19 14:00:00+00:00,0,0,0,0,0
2019-03-19 14:15:00+00:00,0,0,0,0,0
2019-03-19 14:30:00+00:00,0,0,0,0,0
2019-03-19 14:45:00+00:00,0,0,0,0,0
2019-03-19 15:00:00+00:00,0,0,0,0,0
2019-03-19 15:15:00+00:00,0,0,0,0,0
2019-03-19 15:30:00+00:00,0,0,0,0,0
2019-03-19 15:45:00+00:00,0,0,0,0,0
