2019-03-05T20:00:00.0/2019-03-05T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T20:15:00.0/2019-03-05T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T20:30:00.0/2019-03-05T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T20:45:00.0/2019-03-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T21:00:00.0/2019-03-05T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T21:15:00.0/2019-03-05T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T21:30:00.0/2019-03-05T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T21:45:00.0/2019-03-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T22:00:00.0/2019-03-05T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T22:15:00.0/2019-03-05T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T22:30:00.0/2019-03-05T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-05T22:45:00.0/2019-03-05T23:00:00.0;1.2154;0.2526;0.0043;0.2483;0.0000
2019-03-05T23:00:00.0/2019-03-05T23:15:00.0;15.6316;4.1879;0.4693;3.7186;9.0278
2019-03-05T23:15:00.0/2019-03-05T23:30:00.0;33.4771;11.3570;2.4995;8.8575;25.0809
2019-03-05T23:30:00.0/2019-03-05T23:45:00.0;51.0888;20.7572;6.4706;14.2866;43.3049
2019-03-05T23:45:00.0/2019-03-06T00:00:00.0;68.3914;32.1185;12.7170;19.4015;63.9252
2019-03-06T00:00:00.0/2019-03-06T00:15:00.0;85.3108;44.8711;20.9724;23.8987;84.7755
2019-03-06T00:15:00.0/2019-03-06T00:30:00.0;101.7744;58.4256;30.7129;27.7127;104.2191
2019-03-06T00:30:00.0/2019-03-06T00:45:00.0;117.7119;72.4168;41.6055;30.8113;122.1665
2019-03-06T00:45:00.0/2019-03-06T01:00:00.0;133.0551;86.5245;53.3042;33.2202;138.5369
2019-03-06T01:00:00.0/2019-03-06T01:15:00.0;147.7382;100.4995;65.5123;34.9873;153.3908
2019-03-06T01:15:00.0/2019-03-06T01:30:00.0;161.6984;114.1504;77.9914;36.1590;166.8769
2019-03-06T01:30:00.0/2019-03-06T01:45:00.0;174.8759;127.4123;90.9879;36.4244;180.0332
2019-03-06T01:45:00.0/2019-03-06T02:00:00.0;187.2145;140.0951;104.0765;36.0186;192.3801
2019-03-06T02:00:00.0/2019-03-06T02:15:00.0;198.6611;152.0477;116.8572;35.1904;203.5746
2019-03-06T02:15:00.0/2019-03-06T02:30:00.0;209.1669;163.2027;129.2971;33.9056;213.9418
2019-03-06T02:30:00.0/2019-03-06T02:45:00.0;218.6869;173.5302;141.5998;31.9304;224.1077
2019-03-06T02:45:00.0/2019-03-06T03:00:00.0;227.1803;182.9197;153.2609;29.6588;233.5027
2019-03-06T03:00:00.0/2019-03-06T03:15:00.0;234.6108;190.4800;161.8003;28.6797;238.7276
2019-03-06T03:15:00.0/2019-03-06T03:30:00.0;240.9467;196.1811;167.0820;29.0991;240.0383
2019-03-06T03:30:00.0/2019-03-06T03:45:00.0;246.1609;200.8380;171.3800;29.4580;240.9977
2019-03-06T03:45:00.0/2019-03-06T04:00:00.0;250.2310;204.4281;174.6702;29.7579;241.6288
2019-03-06T04:00:00.0/2019-03-06T04:15:00.0;253.1397;206.9340;176.9343;29.9997;241.9478
2019-03-06T04:15:00.0/2019-03-06T04:30:00.0;254.8745;208.3438;178.1602;30.1836;241.9648
2019-03-06T04:30:00.0/2019-03-06T04:45:00.0;255.4281;208.6512;178.3417;30.3095;241.6850
2019-03-06T04:45:00.0/2019-03-06T05:00:00.0;254.7982;207.8553;177.4787;30.3766;241.1086
2019-03-06T05:00:00.0/2019-03-06T05:15:00.0;252.9875;205.9614;175.5778;30.3836;240.2314
2019-03-06T05:15:00.0/2019-03-06T05:30:00.0;250.0040;203.0441;172.7132;30.3309;239.1302
2019-03-06T05:30:00.0/2019-03-06T05:45:00.0;245.8603;199.0926;168.8773;30.2152;237.7576
2019-03-06T05:45:00.0/2019-03-06T06:00:00.0;240.5742;194.0852;164.0532;30.0319;236.0380
2019-03-06T06:00:00.0/2019-03-06T06:15:00.0;234.1687;187.9944;158.1204;29.8740;233.7208
2019-03-06T06:15:00.0/2019-03-06T06:30:00.0;226.6710;180.8509;151.1202;29.7308;230.7580
2019-03-06T06:30:00.0/2019-03-06T06:45:00.0;218.1135;172.7442;143.2494;29.4948;227.3166
2019-03-06T06:45:00.0/2019-03-06T07:00:00.0;208.5328;163.7169;134.5608;29.1561;223.3333
2019-03-06T07:00:00.0/2019-03-06T07:15:00.0;197.9700;153.8177;125.1157;28.7021;218.7290
2019-03-06T07:15:00.0/2019-03-06T07:30:00.0;186.4706;143.1026;114.9849;28.1177;213.4054
2019-03-06T07:30:00.0/2019-03-06T07:45:00.0;174.0837;131.6354;104.2508;27.3846;207.2384
2019-03-06T07:45:00.0/2019-03-06T08:00:00.0;160.8626;119.4893;93.0086;26.4807;200.0695
2019-03-06T08:00:00.0/2019-03-06T08:15:00.0;146.8639;106.7491;81.3686;25.3805;191.6915
2019-03-06T08:15:00.0/2019-03-06T08:30:00.0;132.1477;93.5143;69.4603;24.0540;181.8277
2019-03-06T08:30:00.0/2019-03-06T08:45:00.0;116.7772;79.9048;57.4393;22.4654;170.1019
2019-03-06T08:45:00.0/2019-03-06T09:00:00.0;100.8181;66.0695;45.5011;20.5683;156.0007
2019-03-06T09:00:00.0/2019-03-06T09:15:00.0;84.3390;52.3078;34.0885;18.2193;139.6066
2019-03-06T09:15:00.0/2019-03-06T09:30:00.0;67.4105;38.8579;23.4768;15.3811;120.0781
2019-03-06T09:30:00.0/2019-03-06T09:45:00.0;50.1051;25.9898;13.9461;12.0437;95.5403
2019-03-06T09:45:00.0/2019-03-06T10:00:00.0;32.4972;14.3279;6.2270;8.1009;64.7687
2019-03-06T10:00:00.0/2019-03-06T10:15:00.0;14.6622;4.9510;1.3261;3.6249;26.6593
2019-03-06T10:15:00.0/2019-03-06T10:30:00.0;0.8768;0.2108;0.0105;0.2003;0.0000
2019-03-06T10:30:00.0/2019-03-06T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T10:45:00.0/2019-03-06T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T11:00:00.0/2019-03-06T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T11:15:00.0/2019-03-06T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T11:30:00.0/2019-03-06T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T11:45:00.0/2019-03-06T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T12:00:00.0/2019-03-06T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T12:15:00.0/2019-03-06T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T12:30:00.0/2019-03-06T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T12:45:00.0/2019-03-06T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T13:00:00.0/2019-03-06T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T13:15:00.0/2019-03-06T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T13:30:00.0/2019-03-06T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T13:45:00.0/2019-03-06T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T14:00:00.0/2019-03-06T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T14:15:00.0/2019-03-06T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T14:30:00.0/2019-03-06T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T14:45:00.0/2019-03-06T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T15:00:00.0/2019-03-06T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T15:15:00.0/2019-03-06T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T15:30:00.0/2019-03-06T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T15:45:00.0/2019-03-06T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T16:00:00.0/2019-03-06T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T16:15:00.0/2019-03-06T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T16:30:00.0/2019-03-06T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T16:45:00.0/2019-03-06T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T17:00:00.0/2019-03-06T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T17:15:00.0/2019-03-06T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T17:30:00.0/2019-03-06T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T17:45:00.0/2019-03-06T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T18:00:00.0/2019-03-06T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T18:15:00.0/2019-03-06T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T18:30:00.0/2019-03-06T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T18:45:00.0/2019-03-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T19:00:00.0/2019-03-06T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T19:15:00.0/2019-03-06T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T19:30:00.0/2019-03-06T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T19:45:00.0/2019-03-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T20:00:00.0/2019-03-06T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T20:15:00.0/2019-03-06T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T20:30:00.0/2019-03-06T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T20:45:00.0/2019-03-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T21:00:00.0/2019-03-06T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T21:15:00.0/2019-03-06T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T21:30:00.0/2019-03-06T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T21:45:00.0/2019-03-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T22:00:00.0/2019-03-06T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T22:15:00.0/2019-03-06T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T22:30:00.0/2019-03-06T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-06T22:45:00.0/2019-03-06T23:00:00.0;1.8905;0.4934;0.0492;0.4442;0.9156
2019-03-06T23:00:00.0/2019-03-06T23:15:00.0;17.3136;6.3052;2.0440;4.2613;37.0711
2019-03-06T23:15:00.0/2019-03-06T23:30:00.0;35.1593;16.4463;7.9500;8.4963;76.7635
2019-03-06T23:30:00.0/2019-03-06T23:45:00.0;52.7700;28.6625;16.5789;12.0836;107.9510
2019-03-06T23:45:00.0/2019-03-07T00:00:00.0;70.0703;41.9273;26.8779;15.0494;132.2870
2019-03-07T00:00:00.0/2019-03-07T00:15:00.0;86.9862;55.5068;37.8411;17.6657;150.2843
2019-03-07T00:15:00.0/2019-03-07T00:30:00.0;103.4452;69.0237;48.8918;20.1319;163.3820
2019-03-07T00:30:00.0/2019-03-07T00:45:00.0;119.3769;82.3975;59.9773;22.4203;173.7370
2019-03-07T00:45:00.0/2019-03-07T01:00:00.0;134.7131;95.4728;70.9073;24.5655;182.0505
2019-03-07T01:00:00.0/2019-03-07T01:15:00.0;149.3881;108.1262;81.5386;26.5876;188.8034
2019-03-07T01:15:00.0/2019-03-07T01:30:00.0;163.3391;120.2554;91.7554;28.5000;194.3287
2019-03-07T01:30:00.0/2019-03-07T01:45:00.0;176.5064;131.7722;101.4591;30.3131;198.8602
2019-03-07T01:45:00.0/2019-03-07T02:00:00.0;188.8337;142.6021;110.5810;32.0211;202.5962
2019-03-07T02:00:00.0/2019-03-07T02:15:00.0;200.2682;152.6903;119.1415;33.5487;205.8215
2019-03-07T02:15:00.0/2019-03-07T02:30:00.0;210.7609;161.9566;126.9756;34.9810;208.4380
2019-03-07T02:30:00.0/2019-03-07T02:45:00.0;220.2670;170.3432;134.0047;36.3386;210.4855
2019-03-07T02:45:00.0/2019-03-07T03:00:00.0;228.7457;177.8026;140.1806;37.6219;212.0263
2019-03-07T03:00:00.0/2019-03-07T03:15:00.0;236.1608;184.3736;145.6852;38.6883;213.4325
2019-03-07T03:15:00.0/2019-03-07T03:30:00.0;242.4807;190.0195;150.4922;39.5273;214.7291
2019-03-07T03:30:00.0/2019-03-07T03:45:00.0;247.6781;194.6292;154.3527;40.2765;215.6159
2019-03-07T03:45:00.0/2019-03-07T04:00:00.0;251.7311;198.1782;157.2423;40.9359;216.1156
2019-03-07T04:00:00.0/2019-03-07T04:15:00.0;254.6222;200.6477;159.1429;41.5048;216.2436
2019-03-07T04:15:00.0/2019-03-07T04:30:00.0;256.3390;202.0242;160.0427;41.9816;216.0087
2019-03-07T04:30:00.0/2019-03-07T04:45:00.0;256.8744;202.3001;159.9365;42.3636;215.4142
2019-03-07T04:45:00.0/2019-03-07T05:00:00.0;256.2261;201.4731;158.8255;42.6476;214.4575
2019-03-07T05:00:00.0/2019-03-07T05:15:00.0;254.3969;199.5467;156.7174;42.8293;213.1307
2019-03-07T05:15:00.0/2019-03-07T05:30:00.0;251.3947;196.5299;153.6266;42.9033;211.4200
2019-03-07T05:30:00.0/2019-03-07T05:45:00.0;247.2325;192.4375;149.5742;42.8633;209.3060
2019-03-07T05:45:00.0/2019-03-07T06:00:00.0;241.9281;187.2901;144.5883;42.7017;206.7620
2019-03-07T06:00:00.0/2019-03-07T06:15:00.0;235.5043;181.1090;138.6969;42.4121;203.7435
2019-03-07T06:15:00.0/2019-03-07T06:30:00.0;227.9887;173.9273;131.9437;41.9837;200.2079
2019-03-07T06:30:00.0/2019-03-07T06:45:00.0;219.4136;165.7893;124.3876;41.4017;196.1134
2019-03-07T06:45:00.0/2019-03-07T07:00:00.0;209.8158;156.7410;116.0893;40.6517;191.3959
2019-03-07T07:00:00.0/2019-03-07T07:15:00.0;199.2364;146.8363;107.1196;39.7167;185.9771
2019-03-07T07:15:00.0/2019-03-07T07:30:00.0;187.7209;136.1375;97.5609;38.5767;179.7616
2019-03-07T07:30:00.0/2019-03-07T07:45:00.0;175.3187;124.7175;87.5091;37.2084;172.6332
2019-03-07T07:45:00.0/2019-03-07T08:00:00.0;162.0829;112.6730;77.1283;35.5447;164.5628
2019-03-07T08:00:00.0/2019-03-07T08:15:00.0;148.0704;100.1040;66.5399;33.5642;155.3824
2019-03-07T08:15:00.0/2019-03-07T08:30:00.0;133.3412;87.1203;55.8523;31.2680;144.7984
2019-03-07T08:30:00.0/2019-03-07T08:45:00.0;117.9585;73.8669;45.2480;28.6189;132.5556
2019-03-07T08:45:00.0/2019-03-07T09:00:00.0;101.9883;60.5269;34.9518;25.5750;118.3531
2019-03-07T09:00:00.0/2019-03-07T09:15:00.0;85.4991;47.4049;25.3328;22.0720;102.2225
2019-03-07T09:15:00.0/2019-03-07T09:30:00.0;68.5615;34.7881;16.6891;18.0990;83.7949
2019-03-07T09:30:00.0/2019-03-07T09:45:00.0;51.2482;23.0307;9.3624;13.6683;62.5586
2019-03-07T09:45:00.0/2019-03-07T10:00:00.0;33.6334;12.7307;3.8980;8.8327;39.0317
2019-03-07T10:00:00.0/2019-03-07T10:15:00.0;15.7927;4.6721;0.7968;3.8753;15.3424
2019-03-07T10:15:00.0/2019-03-07T10:30:00.0;1.2716;0.2855;0.0104;0.2752;0.0000
2019-03-07T10:30:00.0/2019-03-07T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T10:45:00.0/2019-03-07T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:00:00.0/2019-03-07T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:15:00.0/2019-03-07T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:30:00.0/2019-03-07T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T11:45:00.0/2019-03-07T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:00:00.0/2019-03-07T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:15:00.0/2019-03-07T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:30:00.0/2019-03-07T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T12:45:00.0/2019-03-07T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:00:00.0/2019-03-07T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:15:00.0/2019-03-07T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:30:00.0/2019-03-07T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T13:45:00.0/2019-03-07T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:00:00.0/2019-03-07T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:15:00.0/2019-03-07T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:30:00.0/2019-03-07T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T14:45:00.0/2019-03-07T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:00:00.0/2019-03-07T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-07T15:15:00.0/2019-03-07T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
