date,TOA,GHI,BHI,DHI,BNI
2019-03-05 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 20:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 20:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 21:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 21:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 22:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-05 22:45:00+00:00,1.2154,0.2526,0.0043,0.2483,0.0
2019-03-05 23:00:00+00:00,15.6316,4.1879,0.4693,3.7186,9.0278
2019-03-05 23:15:00+00:00,33.4771,11.357,2.4995,8.8575,25.0809
2019-03-05 23:30:00+00:00,51.0888,20.7572,6.4706,14.2866,43.3049
2019-03-05 23:45:00+00:00,68.3914,32.1185,12.717,19.4015,63.9252
2019-03-06 00:00:00+00:00,85.3108,44.8711,20.9724,23.8987,84.7755
2019-03-06 00:15:00+00:00,101.7744,58.4256,30.7129,27.7127,104.2191
2019-03-06 00:30:00+00:00,117.7119,72.4168,41.6055,30.8113,122.1665
2019-03-06 00:45:00+00:00,133.0551,86.5245,53.3042,33.2202,138.5369
2019-03-06 01:00:00+00:00,147.7382,100.4995,65.5123,34.9873,153.3908
2019-03-06 01:15:00+00:00,161.6984,114.1504,77.9914,36.159,166.8769
2019-03-06 01:30:00+00:00,174.8759,127.4123,90.9879,36.4244,180.0332
2019-03-06 01:45:00+00:00,187.2145,140.0951,104.0765,36.0186,192.3801
2019-03-06 02:00:00+00:00,198.6611,152.0477,116.8572,35.1904,203.5746
2019-03-06 02:15:00+00:00,209.1669,163.2027,129.2971,33.9056,213.9418
2019-03-06 02:30:00+00:00,218.6869,173.5302,141.5998,31.9304,224.1077
2019-03-06 02:45:00+00:00,227.1803,182.9197,153.2609,29.6588,233.5027
2019-03-06 03:00:00+00:00,234.6108,190.48,161.8003,28.6797,238.7276
2019-03-06 03:15:00+00:00,240.9467,196.1811,167.082,29.0991,240.0383
2019-03-06 03:30:00+00:00,246.1609,200.838,171.38,29.458,240.9977
2019-03-06 03:45:00+00:00,250.231,204.4281,174.6702,29.7579,241.6288
2019-03-06 04:00:00+00:00,253.1397,206.934,176.9343,29.9997,241.9478
2019-03-06 04:15:00+00:00,254.8745,208.3438,178.1602,30.1836,241.9648
2019-03-06 04:30:00+00:00,255.4281,208.6512,178.3417,30.3095,241.685
2019-03-06 04:45:00+00:00,254.7982,207.8553,177.4787,30.3766,241.1086
2019-03-06 05:00:00+00:00,252.9875,205.9614,175.5778,30.3836,240.2314
2019-03-06 05:15:00+00:00,250.004,203.0441,172.7132,30.3309,239.1302
2019-03-06 05:30:00+00:00,245.8603,199.0926,168.8773,30.2152,237.7576
2019-03-06 05:45:00+00:00,240.5742,194.0852,164.0532,30.0319,236.038
2019-03-06 06:00:00+00:00,234.1687,187.9944,158.1204,29.874,233.7208
2019-03-06 06:15:00+00:00,226.671,180.8509,151.1202,29.7308,230.758
2019-03-06 06:30:00+00:00,218.1135,172.7442,143.2494,29.4948,227.3166
2019-03-06 06:45:00+00:00,208.5328,163.7169,134.5608,29.1561,223.3333
2019-03-06 07:00:00+00:00,197.97,153.8177,125.1157,28.7021,218.729
2019-03-06 07:15:00+00:00,186.4706,143.1026,114.9849,28.1177,213.4054
2019-03-06 07:30:00+00:00,174.0837,131.6354,104.2508,27.3846,207.2384
2019-03-06 07:45:00+00:00,160.8626,119.4893,93.0086,26.4807,200.0695
2019-03-06 08:00:00+00:00,146.8639,106.7491,81.3686,25.3805,191.6915
2019-03-06 08:15:00+00:00,132.1477,93.5143,69.4603,24.054,181.8277
2019-03-06 08:30:00+00:00,116.7772,79.9048,57.4393,22.4654,170.1019
2019-03-06 08:45:00+00:00,100.8181,66.0695,45.5011,20.5683,156.0007
2019-03-06 09:00:00+00:00,84.339,52.3078,34.0885,18.2193,139.6066
2019-03-06 09:15:00+00:00,67.4105,38.8579,23.4768,15.3811,120.0781
2019-03-06 09:30:00+00:00,50.1051,25.9898,13.9461,12.0437,95.5403
2019-03-06 09:45:00+00:00,32.4972,14.3279,6.227,8.1009,64.7687
2019-03-06 10:00:00+00:00,14.6622,4.951,1.3261,3.6249,26.6593
2019-03-06 10:15:00+00:00,0.8768,0.2108,0.0105,0.2003,0.0
2019-03-06 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 10:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 11:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 11:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 12:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 12:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 13:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 13:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 14:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 14:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 15:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 15:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 16:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 16:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 17:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 17:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 18:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 18:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 19:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 19:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 20:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 20:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 21:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 21:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 22:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-06 22:45:00+00:00,1.8905,0.4934,0.0492,0.4442,0.9156
2019-03-06 23:00:00+00:00,17.3136,6.3052,2.044,4.2613,37.0711
2019-03-06 23:15:00+00:00,35.1593,16.4463,7.95,8.4963,76.7635
2019-03-06 23:30:00+00:00,52.77,28.6625,16.5789,12.0836,107.951
2019-03-06 23:45:00+00:00,70.0703,41.9273,26.8779,15.0494,132.287
2019-03-07 00:00:00+00:00,86.9862,55.5068,37.8411,17.6657,150.2843
2019-03-07 00:15:00+00:00,103.4452,69.0237,48.8918,20.1319,163.382
2019-03-07 00:30:00+00:00,119.3769,82.3975,59.9773,22.4203,173.737
2019-03-07 00:45:00+00:00,134.7131,95.4728,70.9073,24.5655,182.0505
2019-03-07 01:00:00+00:00,149.3881,108.1262,81.5386,26.5876,188.8034
2019-03-07 01:15:00+00:00,163.3391,120.2554,91.7554,28.5,194.3287
2019-03-07 01:30:00+00:00,176.5064,131.7722,101.4591,30.3131,198.8602
2019-03-07 01:45:00+00:00,188.8337,142.6021,110.581,32.0211,202.5962
2019-03-07 02:00:00+00:00,200.2682,152.6903,119.1415,33.5487,205.8215
2019-03-07 02:15:00+00:00,210.7609,161.9566,126.9756,34.981,208.438
2019-03-07 02:30:00+00:00,220.267,170.3432,134.0047,36.3386,210.4855
2019-03-07 02:45:00+00:00,228.7457,177.8026,140.1806,37.6219,212.0263
2019-03-07 03:00:00+00:00,236.1608,184.3736,145.6852,38.6883,213.4325
2019-03-07 03:15:00+00:00,242.4807,190.0195,150.4922,39.5273,214.7291
2019-03-07 03:30:00+00:00,247.6781,194.6292,154.3527,40.2765,215.6159
2019-03-07 03:45:00+00:00,251.7311,198.1782,157.2423,40.9359,216.1156
2019-03-07 04:00:00+00:00,254.6222,200.6477,159.1429,41.5048,216.2436
2019-03-07 04:15:00+00:00,256.339,202.0242,160.0427,41.9816,216.0087
2019-03-07 04:30:00+00:00,256.8744,202.3001,159.9365,42.3636,215.4142
2019-03-07 04:45:00+00:00,256.2261,201.4731,158.8255,42.6476,214.4575
2019-03-07 05:00:00+00:00,254.3969,199.5467,156.7174,42.8293,213.1307
2019-03-07 05:15:00+00:00,251.3947,196.5299,153.6266,42.9033,211.42
2019-03-07 05:30:00+00:00,247.2325,192.4375,149.5742,42.8633,209.306
2019-03-07 05:45:00+00:00,241.9281,187.2901,144.5883,42.7017,206.762
2019-03-07 06:00:00+00:00,235.5043,181.109,138.6969,42.4121,203.7435
2019-03-07 06:15:00+00:00,227.9887,173.9273,131.9437,41.9837,200.2079
2019-03-07 06:30:00+00:00,219.4136,165.7893,124.3876,41.4017,196.1134
2019-03-07 06:45:00+00:00,209.8158,156.741,116.0893,40.6517,191.3959
2019-03-07 07:00:00+00:00,199.2364,146.8363,107.1196,39.7167,185.9771
2019-03-07 07:15:00+00:00,187.7209,136.1375,97.5609,38.5767,179.7616
2019-03-07 07:30:00+00:00,175.3187,124.7175,87.5091,37.2084,172.6332
2019-03-07 07:45:00+00:00,162.0829,112.673,77.1283,35.5447,164.5628
2019-03-07 08:00:00+00:00,148.0704,100.104,66.5399,33.5642,155.3824
2019-03-07 08:15:00+00:00,133.3412,87.1203,55.8523,31.268,144.7984
2019-03-07 08:30:00+00:00,117.9585,73.8669,45.248,28.6189,132.5556
2019-03-07 08:45:00+00:00,101.9883,60.5269,34.9518,25.575,118.3531
2019-03-07 09:00:00+00:00,85.4991,47.4049,25.3328,22.072,102.2225
2019-03-07 09:15:00+00:00,68.5615,34.7881,16.6891,18.099,83.7949
2019-03-07 09:30:00+00:00,51.2482,23.0307,9.3624,13.6683,62.5586
2019-03-07 09:45:00+00:00,33.6334,12.7307,3.898,8.8327,39.0317
2019-03-07 10:00:00+00:00,15.7927,4.6721,0.7968,3.8753,15.3424
2019-03-07 10:15:00+00:00,1.2716,0.2855,0.0104,0.2752,0.0
2019-03-07 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 10:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 11:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 11:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 12:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 12:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 13:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 13:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 14:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 14:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 15:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 15:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 16:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 16:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 17:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 17:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 17:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 18:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 18:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 18:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 19:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 19:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 19:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 20:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 20:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 20:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 21:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 21:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 21:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 22:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 22:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-07 22:45:00+00:00,2.7816,0.6436,0.0342,0.6093,1.0881
2019-03-07 23:00:00+00:00,19.0058,5.701,1.0101,4.691,16.7989
2019-03-07 23:15:00+00:00,36.8507,13.847,4.1352,9.7118,37.9471
2019-03-07 23:30:00+00:00,54.4594,24.0137,9.3566,14.6571,58.8814
2019-03-07 23:45:00+00:00,71.7564,35.515,16.2285,19.2865,77.8609
2019-03-08 00:00:00+00:00,88.6679,47.8957,24.4031,23.4926,94.9228
2019-03-08 00:15:00+00:00,105.1212,60.7872,33.5571,27.23,110.214
2019-03-08 00:30:00+00:00,121.0459,73.8159,43.2706,30.5453,123.491
2019-03-08 00:45:00+00:00,136.3741,86.7472,53.2747,33.4725,134.9991
2019-03-08 01:00:00+00:00,151.0399,99.3999,63.3528,36.0471,144.9806
2019-03-08 01:15:00+00:00,164.9807,111.6299,73.3273,38.3026,153.649
2019-03-08 01:30:00+00:00,178.1368,123.3192,83.0495,40.2696,161.1842
2019-03-08 01:45:00+00:00,190.4518,134.3687,92.3934,41.9753,167.735
2019-03-08 02:00:00+00:00,201.8731,144.6942,101.2508,43.4434,173.4236
2019-03-08 02:15:00+00:00,212.3518,154.2238,109.5289,44.6949,178.3509
2019-03-08 02:30:00+00:00,221.843,162.8962,117.1484,45.7478,182.6011
2019-03-08 02:45:00+00:00,230.3061,170.6703,124.0504,46.6198,186.257
2019-03-08 03:00:00+00:00,237.705,177.5207,130.1969,47.3238,189.403
2019-03-08 03:15:00+00:00,244.0079,183.4059,135.5357,47.8702,192.078
2019-03-08 03:30:00+00:00,249.1879,188.2676,140.0003,48.2674,194.2815
2019-03-08 03:45:00+00:00,253.223,192.0803,143.557,48.5234,196.0431
2019-03-08 04:00:00+00:00,256.0958,194.8245,146.1795,48.6449,197.3852
2019-03-08 04:15:00+00:00,257.7941,196.4863,147.849,48.6374,198.3238
2019-03-08 04:30:00+00:00,258.3107,197.0582,148.5533,48.5048,198.8693
2019-03-08 04:45:00+00:00,257.6435,196.5379,148.2875,48.2503,199.0265
2019-03-08 05:00:00+00:00,255.7953,194.929,147.0532,47.8758,198.7945
2019-03-08 05:15:00+00:00,252.7741,192.2409,144.859,47.3819,198.167
2019-03-08 05:30:00+00:00,248.593,188.4886,141.7203,46.7684,197.1318
2019-03-08 05:45:00+00:00,243.2699,183.6927,137.659,46.0337,195.67
2019-03-08 06:00:00+00:00,236.8277,177.7295,132.3787,45.3508,193.2774
2019-03-08 06:15:00+00:00,229.2941,170.6349,125.9356,44.6993,189.9072
2019-03-08 06:30:00+00:00,220.7014,162.6009,118.7157,43.8851,185.9845
2019-03-08 06:45:00+00:00,211.0865,153.6748,110.7802,42.8946,181.4512
2019-03-08 07:00:00+00:00,200.4906,143.9119,102.2,41.7119,176.2363
2019-03-08 07:15:00+00:00,188.9592,133.3763,93.0577,40.3186,170.2538
2019-03-08 07:30:00+00:00,176.5419,122.142,83.4488,38.6932,163.3994
2019-03-08 07:45:00+00:00,163.2918,110.2953,73.4841,36.8112,155.546
2019-03-08 08:00:00+00:00,149.2657,97.9373,63.2923,34.645,146.5384
2019-03-08 08:15:00+00:00,134.524,85.1884,53.0249,32.1635,136.1877
2019-03-08 08:30:00+00:00,119.1297,72.196,42.8632,29.3328,124.2682
2019-03-08 08:45:00+00:00,103.1489,59.1453,33.0286,26.1166,110.5222
2019-03-08 09:00:00+00:00,86.6502,46.2668,23.7854,22.4814,94.638
2019-03-08 09:15:00+00:00,69.7042,33.8872,15.4906,18.3966,76.4447
2019-03-08 09:30:00+00:00,52.3836,22.4513,8.5885,13.8628,56.0991
2019-03-08 09:45:00+00:00,34.7628,12.5229,3.5499,8.973,34.3809
2019-03-08 10:00:00+00:00,16.9172,4.7864,0.7447,4.0416,13.5372
2019-03-08 10:15:00+00:00,1.7343,0.3763,0.0134,0.3628,0.2725
2019-03-08 10:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 10:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 11:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 11:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 11:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 12:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 12:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 12:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 13:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 13:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 14:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 14:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 15:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 15:30:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 15:45:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 16:15:00+00:00,0.0,0.0,0.0,0.0,0.0
2019-03-08 16:30:00+00:00,0.0,0.0,0.0,0.0,0.0
